고유번호,법정동코드,법정동명,특수지구분코드,특수지구분명,지번,기준연도,기준월,공시지가,공시일자,표준지여부,데이터기준일자,원천시도시군구코드
4671032027100620019,4671032027,전라남도 담양군 고서면 주산리,1,일반,62-19,2026,1,10100,2026-04-30,N,2026-05-21,46710
4686032027103790022,4686032027,전라남도 함평군 신광면 백운리,1,일반,379-22,2026,1,13800,2026-04-30,N,2026-05-21,46860
4678037031101110004,4678037031,전라남도 보성군 조성면 동촌리,1,일반,111-4,2026,1,19900,2026-04-30,N,2026-05-21,46780
4673033022109670001,4673033022,전라남도 구례군 토지면 파도리,1,일반,967-1,2026,1,6300,2026-04-30,N,2026-05-21,46730
4678038023104190011,4678038023,전라남도 보성군 득량면 예당리,1,일반,419-11,2026,1,110400,2026-04-30,N,2026-05-21,46780
4623025021107840001,4623025021,전라남도 광양시 광양읍 우산리,1,일반,784-1,2026,1,20600,2026-04-30,N,2026-05-21,46230
4683034023102960001,4683034023,전라남도 영암군 시종면 봉소리,1,일반,296-1,2026,1,8490,2026-04-30,N,2026-05-21,46830
4613033022108470000,4613033022,전라남도 여수시 화양면 용주리,1,일반,847,2026,1,35400,2026-04-30,N,2026-05-21,46130
4684035023109960006,4684035023,전라남도 무안군 망운면 피서리,1,일반,996-6,2026,1,15700,2026-04-30,N,2026-05-21,46840
4690032031103560000,4690032031,전라남도 진도군 고군면 금계리,1,일반,356,2026,1,4140,2026-04-30,N,2026-05-21,46900
4613025025109680005,4613025025,전라남도 여수시 돌산읍 죽포리,1,일반,968-5,2026,1,30400,2026-04-30,N,2026-05-21,46130
4611015700107040000,4611015700,전라남도 목포시 죽교동,1,일반,704,2026,1,440800,2026-04-30,N,2026-05-21,46110
4688032022100670008,4688032022,전라남도 장성군 남면 녹진리,1,일반,67-8,2026,1,15100,2026-04-30,N,2026-05-21,46880
4684025322109750001,4684025322,전라남도 무안군 일로읍 망월리,1,일반,975-1,2026,1,16100,2026-04-30,N,2026-05-21,46840
4.67703202410276e+18,4677032024,전라남도 고흥군 도덕면 봉덕리,1,일반,276-4,2026,1,12300,2026-04-30,N,2026-05-21,46770
4684035022107470003,4684035022,전라남도 무안군 망운면 목서리,1,일반,747-3,2026,1,25400,2026-04-30,N,2026-05-21,46840
4611016100105470001,4611016100,전라남도 목포시 달동,1,일반,547-1,2026,1,15500,2026-04-30,N,2026-05-21,46110
4678025337102210000,4678025337,전라남도 보성군 벌교읍 봉림리,1,일반,221,2026,1,59100,2026-04-30,N,2026-05-21,46780
4683037025103820010,4683037025,전라남도 영암군 서호면 장천리,1,일반,382-10,2026,1,9590,2026-04-30,N,2026-05-21,46830
4623032024108440003,4623032024,전라남도 광양시 옥룡면 동곡리,1,일반,844-3,2026,1,51100,2026-04-30,N,2026-05-21,46230
4679034023102430000,4679034023,전라남도 화순군 이양면 용반리,1,일반,243,2026,1,5020,2026-04-30,N,2026-05-21,46790
4615038028100960000,4615038028,전라남도 순천시 낙안면 옥산리,1,일반,96,2026,1,6970,2026-04-30,N,2026-05-21,46150
4680034038104450004,4680034038,전라남도 장흥군 장평면 두봉리,1,일반,445-4,2026,1,2040,2026-04-30,N,2026-05-21,46800
4682043026102110008,4682043026,전라남도 해남군 화원면 구림리,1,일반,211-8,2026,1,9660,2026-04-30,N,2026-05-21,46820
4683025326102950006,4683025326,전라남도 영암군 삼호읍 용앙리,1,일반,295-6,2026,1,55400,2026-04-30,N,2026-05-21,46830
4671040033102410011,4671040033,전라남도 담양군 수북면 대흥리,1,일반,241-11,2026,1,39300,2026-04-30,N,2026-05-21,46710
4615032027105090007,4615032027,전라남도 순천시 서면 죽평리,1,일반,509-7,2026,1,33400,2026-04-30,N,2026-05-21,46150
4682032023100310001,4682032023,전라남도 해남군 화산면 연곡리,1,일반,31-1,2026,1,1580,2026-04-30,N,2026-05-21,46820
4671032023100130002,4671032023,전라남도 담양군 고서면 분향리,1,일반,13-2,2026,1,9300,2026-04-30,N,2026-05-21,46710
4687036029102000017,4687036029,전라남도 영광군 염산면 옥실리,1,일반,200-17,2026,1,7300,2026-04-30,N,2026-05-21,46870
4689031027105120011,4689031027,전라남도 완도군 군외면 삼두리,1,일반,512-11,2026,1,11100,2026-04-30,N,2026-05-21,46890
4680036024106520005,4680036024,전라남도 장흥군 부산면 지천리,1,일반,652-5,2026,1,2930,2026-04-30,N,2026-05-21,46800
4689032026102540001,4689032026,전라남도 완도군 신지면 동고리,1,일반,254-1,2026,1,3800,2026-04-30,N,2026-05-21,46890
4683038025109550000,4683038025,전라남도 영암군 학산면 용소리,1,일반,955,2026,1,10000,2026-04-30,N,2026-05-21,46830
4687025328102650000,4687025328,전라남도 영광군 백수읍 천마리,1,일반,265,2026,1,11200,2026-04-30,N,2026-05-21,46870
4682035023102960008,4682035023,전라남도 해남군 북평면 서홍리,1,일반,296-8,2026,1,7300,2026-04-30,N,2026-05-21,46820
4680025332103920003,4680025332,전라남도 장흥군 관산읍 삼산리,1,일반,392-3,2026,1,10300,2026-04-30,N,2026-05-21,46800
4615011800100970012,4615011800,전라남도 순천시 저전동,1,일반,97-12,2026,1,289900,2026-04-30,N,2026-05-21,46150
4671036029103800003,4671036029,전라남도 담양군 무정면 서흥리,1,일반,380-3,2026,1,2730,2026-04-30,N,2026-05-21,46710
4690033022101510003,4690033022,전라남도 진도군 의신면 침계리,1,일반,151-3,2026,1,6510,2026-04-30,N,2026-05-21,46900
4615013100110980011,4615013100,전라남도 순천시 대대동,1,일반,1098-11,2026,1,178500,2026-04-30,N,2026-05-21,46150
4617038023102890000,4617038023,전라남도 나주시 노안면 학산리,1,일반,289,2026,1,19000,2026-04-30,N,2026-05-21,46170
4687036025107530013,4687036025,전라남도 영광군 염산면 송암리,1,일반,753-13,2026,1,3020,2026-04-30,N,2026-05-21,46870
4686035025110750005,4686035025,전라남도 함평군 대동면 강운리,1,일반,1075-5,2026,1,3220,2026-04-30,N,2026-05-21,46860
4611015600101560001,4611015600,전라남도 목포시 온금동,1,일반,156-1,2026,1,63100,2026-04-30,N,2026-05-21,46110
4617042027108800000,4617042027,전라남도 나주시 다도면 방산리,1,일반,880,2026,1,30300,2026-04-30,N,2026-05-21,46170
4689039022101690000,4689039022,전라남도 완도군 생일면 금곡리,1,일반,169,2026,1,2710,2026-04-30,N,2026-05-21,46890
4617036035102550000,4617036035,전라남도 나주시 다시면 신광리,1,일반,255,2026,1,18200,2026-04-30,N,2026-05-21,46170
4623010200110600001,4623010200,전라남도 광양시 황길동,1,일반,1060-1,2026,1,111800,2026-04-30,N,2026-05-21,46230
4688037024105530003,4688037024,전라남도 장성군 서삼면 대덕리,1,일반,553-3,2026,1,32000,2026-04-30,N,2026-05-21,46880
4617025025102270012,4617025025,전라남도 나주시 남평읍 교원리,1,일반,227-12,2026,1,63500,2026-04-30,N,2026-05-21,46170
4613031024103270001,4613031024,전라남도 여수시 소라면 현천리,1,일반,327-1,2026,1,24800,2026-04-30,N,2026-05-21,46130
4613013300100100006,4613013300,전라남도 여수시 신기동,1,일반,10-6,2026,1,835600,2026-04-30,N,2026-05-21,46130
4680025624107570000,4680025624,전라남도 장흥군 대덕읍 도청리,1,일반,757,2026,1,7460,2026-04-30,N,2026-05-21,46800
4691041023103300000,4691041023,전라남도 신안군 팔금면 원산리,1,일반,330,2026,1,5600,2026-04-30,N,2026-05-21,46910
4691031021120130002,4691031021,전라남도 신안군 증도면 증동리,1,일반,2013-2,2026,1,7910,2026-01-23,Y,2026-05-21,46910
4617042029108270000,4617042029,전라남도 나주시 다도면 암정리,1,일반,827,2026,1,10300,2026-04-30,N,2026-05-21,46170
4678033026109130000,4678033026,전라남도 보성군 겸백면 용산리,1,일반,913,2026,1,6240,2026-04-30,N,2026-05-21,46780
4.67703802410335e+18,4677038024,전라남도 고흥군 과역면 호덕리,1,일반,335,2026,1,7600,2026-04-30,N,2026-05-21,46770
4679042022105190003,4679042022,전라남도 화순군 동면 언도리,1,일반,519-3,2026,1,36700,2026-04-30,N,2026-05-21,46790
4684033027105560000,4684033027,전라남도 무안군 청계면 상마리,1,일반,556,2026,1,19900,2026-04-30,N,2026-05-21,46840
4682031025107520009,4682031025,전라남도 해남군 삼산면 원진리,1,일반,752-9,2026,1,2050,2026-04-30,N,2026-05-21,46820
4682025037102610006,4682025037,전라남도 해남군 해남읍 복평리,1,일반,261-6,2026,1,6950,2026-04-30,N,2026-05-21,46820
4687033023106320001,4687033023,전라남도 영광군 불갑면 금계리,1,일반,632-1,2026,1,13900,2026-04-30,N,2026-05-21,46870
4687025322102080000,4687025322,전라남도 영광군 백수읍 길용리,1,일반,208,2026,1,14600,2026-04-30,N,2026-05-21,46870
4689034021105710009,4689034021,전라남도 완도군 약산면 장용리,1,일반,571-9,2026,1,15900,2026-04-30,N,2026-05-21,46890
